SERVICEREQUESTID,STREETADDRESS,CITY,STATE,ZIPCODE,SERVICECODE,SERVICECODEDESCRIPTION,SERVICETYPECODEDESCRIPTION,ORGANIZATIONACRONYM,SERVICECALLCOUNT,ADDDATE,RESOLUTIONDATE,SERVICEDUEDATE,SERVICEORDERDATE,INSPECTIONFLAG,INSPECTIONDATE,INSPECTORNAME,SERVICEORDERSTATUS,STATUS_CODE,PRIORITY,DETAILS,WARD,XCOORD,YCOORD,LATITUDE,LONGITUDE,MARADDRESSREPOSITORYID,GIS_ID,GLOBALID,CREATED,EDITED,GDB_FROM_DATE,GDB_TO_DATE,GDB_ARCHIVE_OID,OBJECTID
25-00001465,THOMAS STREET NW AND 1ST STREET NW,WASHINGTON,DC,20001.0,GRAFF,Graffiti Removal,SWMA- Solid Waste Management Admistration,DPW,1,1735832286000,1747266144000.0,1737041886000,1735832286000,,,,Closed,,Standard,,Ward 5,398945.85999698,138712.95999817,38.91628338,-77.0121551,900122,,{2ABC1542-F71A-5414-E063-782F520A6922},,,1735850923000,253402300799000,4420005,11866554
25-00001471,1805 2ND STREET NW,WASHINGTON,DC,20001.0,S0441,Trash Collection - Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735832335000,1736092873000.0,1736177935000,1735832335000,,,,Closed,,Standard,,Ward 5,398790.57,138497.61000000002,38.91434324,-77.01394535,227151,,{2ABC1542-F71C-5414-E063-782F520A6922},,,1735850923000,253402300799000,4420007,11866556
25-00001474,3426 DIX STREET NE,WASHINGTON,DC,20019.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735832368000,1736797604000.0,1737560367000,1735832368000,,,,Closed,,Standard,,Ward 7,403767.95,136345.8,38.89495207,-76.95656542,34573,,{2ABC1542-F71D-5414-E063-782F520A6922},,,1735850923000,253402300799000,4420008,11866557
25-00001475,701 TAYLOR STREET NW,WASHINGTON,DC,20011.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735832380000,1736779598000.0,1736830740000,1735832380000,,,,Closed,,Standard,,Ward 4,398112.96,141468.07,38.94110121,-77.0217667,249733,,{2ABC1542-F71E-5414-E063-782F520A6922},,,1735850923000,253402300799000,4420009,11866558
25-00001477,1829 I STREET NE,WASHINGTON,DC,20002.0,S0181,Illegal Dumping,SWMA- Solid Waste Management Admistration,DPW,1,1735832410000,1737119004000.0,1737560410000,1735832410000,,,,Closed,,Standard,,Ward 5,402026.77,137081.86000000002,38.9015885,-76.97663448,55047,,{2ABC1542-F6F6-5414-E063-782F520A6922},,,1735850923000,253402300799000,4419969,11866198
25-00001478,2000 HECHT AVENUE NE,WASHINGTON,DC,20002.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735832424000,1735837195000.0,1735918824000,1735832424000,,,,Closed,,Standard,,Ward 5,401431.60000000003,138579.01,38.91507618,-76.98349275,313835,,{2ABC1542-F6F7-5414-E063-782F520A6922},,,1735850923000,253402300799000,4419970,11866199
25-00001480,15 S STREET NE,WASHINGTON,DC,20002.0,COMPOSTM,Missed Curbside Compost Collection,,DPW,1,1735832465000,1735834359000.0,1736264465000,1735832465000,,,,Closed,,Standard,,Ward 5,399277.47000000003,138446.51,38.91388378,-77.00833109,62726,,{2ABC1542-F6F8-5414-E063-782F520A6922},,,1735850923000,253402300799000,4419971,11866200
25-00001481,1928 1ST STREET NW,WASHINGTON,DC,20001.0,VACPROP,DOB - Vacant Private Property Inspection,Department of Buildings (DOB),DOB,1,1735832477000,1736518622000.0,1748878877000,1735832477000,,,,Closed,,Standard,,Ward 5,398922.65,138738.89,38.91651727,-77.01242278,227491,,{2ABC1542-F6F9-5414-E063-782F520A6922},,,1735850923000,253402300799000,4419972,11866201
25-00001484,3126 18TH STREET NE,WASHINGTON,DC,20018.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735832517000,1736870248000.0,1736571540000,1735832517000,,,,Closed,,Standard,,Ward 5,401769.04000000004,140201.36000000002,38.92969055,-76.97959767,39896,,{2ABC1542-F6FA-5414-E063-782F520A6922},,,1735850923000,253402300799000,4419973,11866202
25-00001485,2020 NAYLOR ROAD SE,WASHINGTON,DC,20020.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735832524000,1735832524000.0,1735918924000,1735832524000,,,,Closed,,Standard,,Ward 8,402139.84,133781.78,38.87185986,-76.97534124,52533,,{2ABC4B02-2B9D-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420010,11866407
25-00001486,1608 18TH STREET SE,WASHINGTON,DC,20020.0,DMV01,DMV - Drivers License/ID Issues,Driver Vehicle Services,DMV,1,1735832528000,1736775977000.0,1736782928000,1735832528000,,,,Closed,,Standard,,Ward 8,401842.81,133618.1,38.87038604,-76.97876455,60178,,{2ABC1542-F6FB-5414-E063-782F520A6922},,,1735850923000,253402300799000,4419974,11866203
25-00001487,4974 QUEBEC STREET NW,WASHINGTON,DC,20016.0,S0459,Tree Removal,Urban Forrestry,DDOT,1,1735832530000,1735916300000.0,1758555730000,1735832530000,,,,Closed,,Standard,,Ward 3,391386.05,141077.86000000002,38.93754588,-77.09935559,269186,,{2ABC4B02-2B9E-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420011,11866408
25-00001488,525 WATER STREET SW,WASHINGTON,DC,20024.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735832550000,1735836305000.0,1735918949000,1735832550000,,,,Closed,,Standard,,Ward 6,398212.56,134224.07,38.87584464,-77.02059898,312716,,{2ABC4B02-2B9F-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420012,11866409
25-00001490,1339 QUINCY STREET NW,WASHINGTON,DC,20011.0,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735832554000,1736433420000.0,1738338154000,1735832554000,,,,Closed,,Standard,,Ward 4,397306.36,141105.62,38.93783405,-77.03106928,225177,,{2ABC4B02-2BA0-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420013,11866410
25-00001492,1940 1ST STREET NW,WASHINGTON,DC,20001.0,VACPROP,DOB - Vacant Private Property Inspection,Department of Buildings (DOB),DOB,1,1735832570000,1736518455000.0,1748878970000,1735832570000,,,,Closed,,Standard,,Ward 5,398923.85000000003,138770.72,38.91680401,-77.01240899,227485,,{2ABC4B02-2BA1-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420014,11866411
25-00001494,1100 1ST STREET SE,WASHINGTON,DC,20003.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735832593000,1735832593000.0,1735918992000,1735832593000,,,,Closed,,Standard,,Ward 6,399526.76,134375.2,38.87720777,-77.00545386,74573,,{2ABC4B02-2BA2-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420015,11866412
25-00001496,6201 12TH STREET NW,WASHINGTON,DC,20011.0,S0321,Recycling Collection - Missed,SWMA- Solid Waste Management Administration,DPW,1,1735832603000,1735934744000.0,1736178203000,1735832603000,,,,Closed,,Standard,,Ward 4,397542.4,144128.83000000002,38.9650683,-77.02835755,253220,,{2ABC4B02-2BA3-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420016,11866413
25-00001497,635 EDGEWOOD STREET NE,WASHINGTON,DC,20017.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735832637000,1735843077000.0,1735919037000,1735832637000,,,,Closed,,Standard,,Ward 5,400284.01,139508.38,38.92344937,-76.9967248,289573,,{2ABC4B02-2BA4-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420017,11866414
25-00001499,1810 13TH STREET SE,WASHINGTON,DC,20020.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735832647000,1736788143000.0,1752248647000,1735832647000,,,,Closed,,Standard,,Ward 8,401139.41000000003,133324.66,38.8677438,-76.9868706,55768,,{2ABC4B02-2BA5-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420018,11866415
25-00001500,1100 NEW YORK AVENUE NW,WASHINGTON,DC,20005.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735832673000,1735837568000.0,1735919073000,1735832673000,,,,Closed,,Standard,,Ward 2,397619.45,136979.92,38.9006693,-77.0274437,297684,,{2ABC4B02-2BA6-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420019,11866416
25-00001501,1201 CONSTITUTION AVENUE NW,WASHINGTON,DC,20460.0,S0276,Parking Meter Repair,Transportation Operations Administration,DDOT,1,1735832684000,1735920233000.0,1736437484000,1735832684000,,,,Closed,,Standard,,Ward 2,397498.75,136076.08000000002,38.89252685,-77.02883187,218043,,{2ABC4B02-2BA7-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420020,11866417
25-00001502,1775 W STREET SE,WASHINGTON,DC,20020.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735832695000,1737652574000.0,1736398740000,1735832695000,,,,Closed,,Standard,,Ward 8,401826.04000000004,132677.5,38.86191243,-76.97896029,312252,,{2ABC4B02-2BA8-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420021,11866418
25-00001506,1333 14TH STREET NW,WASHINGTON,DC,20005.0,PubspceInsp,Public Space Inspection,,DDOT,1,1735832744000,1737041050000.0,1743435944000,1735832744000,,,,Closed,,Standard,,Ward 2,397268.34,137833.62,38.90835871,-77.03149479,225399,,{2ABC4B02-2BA9-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420022,11866419
25-00001511,3601 AUSTIN STREET SE,WASHINGTON,DC,20020.0,DMV63,"DMV - Forms, Applications, and Manuals Request",Driver Vehicle Services,DMV,1,1735832780000,1736530775000.0,1736783180000,1735832780000,,,,Closed,,Standard,,Ward 7,403818.12,132617.07,38.86136199,-76.9560078,33107,,{2ABC4B02-2BAB-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420024,11866421
25-00001510,1942 1ST STREET NW,WASHINGTON,DC,20001.0,S0361,Sidewalk Repair,Toa-Street & Bridge Maintenance,DDOT,1,1735832770000,,1769787970000,1735832770000,,,,In-Progress,,Standard,,Ward 5,398923.29000000004,138776.71,38.91685797,-77.01241545,227484,,{2ABC4B02-2BAA-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420023,11866420
25-00001513,7250 15TH PLACE NW,WASHINGTON,DC,20012.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735832810000,1739476948000.0,1739422740000,1735832810000,,,,Closed,,Standard,,Ward 4,396933.28,145567.96,38.97803074,-77.03539246,256193,,{2ABC4B02-2BAC-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420025,11866422
25-00001514,5536 HUNT PLACE NE,WASHINGTON,DC,20019.0,S0000,Abandoned Vehicle - On Public Property,PEMA- Parking Enforcement Management Administration,DPW,1,1735832813000,1736446327000.0,1737560813000,1735832813000,,,,Closed,,Standard,,Ward 7,406818.60000000003,137107.02,38.90179104,-76.92139188,7730,,{2ABC4B02-2BAD-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420026,11866423
25-00001516,2900 NELSON PLACE SE,WASHINGTON,DC,20019.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735832818000,1735845730000.0,1735919218000,1735832818000,,,,Closed,,Standard,,Ward 7,402833.66000000003,134334.0,38.87683252,-76.96734363,43633,,{2ABC4B02-2BAE-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420027,11866424
25-00001517,7806 13TH STREET NW,WASHINGTON,DC,20012.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735832851000,1738940318000.0,1739422740000,1735832851000,,,,Closed,,Standard,,Ward 4,397402.69,146327.24,38.98487202,-77.02997796,257101,,{2ABC4B02-2BAF-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420028,11866425
25-00001519,714 55TH STREET NE,WASHINGTON,DC,20019.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735832865000,1737653486000.0,1736398740000,1735832865000,,,,Closed,,Standard,,Ward 7,406754.65,136779.16,38.89883772,-76.92213235,77196,,{2ABC4B02-2BB0-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420029,11866426
25-00001521,112 U STREET NW,WASHINGTON,DC,20001.0,S0457,Tree Inspection,Urban Forrestry,DDOT,1,1735832875000,1735855106000.0,1736437675000,1735832875000,,,,Closed,,Standard,,Ward 5,398894.76,138769.19,38.91679019,-77.01274442,227483,,{2ABC4B02-2BB1-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420030,11866427
25-00001522,2800 - 2899 BLOCK OF 39TH STREET NW,WASHINGTON,DC,,INSECTT01,Bee Treatment and Inspection (DOH),DOH- Department Of Health,DOH,1,1735832878000,,1737647277000,1735832878000,,,,Open,,Standard,,Ward 3,-77.07704749,38.92685519,38.92685519,-77.07704749,802695,,{2ABC4B02-2BB2-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420031,11866428
25-00001525,1443 G STREET NE,WASHINGTON,DC,20002.0,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735832922000,1735842571000.0,1735919322000,1735832922000,,,,Closed,,Standard,,Ward 6,401380.53,136764.07,38.89872699,-76.98408527,63148,,{2ABC4B02-2BB3-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420032,11866429
25-00001530,902 CONSTITUTION AVENUE NE,WASHINGTON,DC,20002.0,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,1735832957000,1735975304000.0,1739548157000,1735832957000,,,,Closed,,Standard,,Ward 6,400563.38,136038.41,38.89219088,-76.99350596,81735,,{2ABC4B02-2BB4-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420033,11866430
25-00001532,3305 8TH STREET NE,WASHINGTON,DC,20017.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735832961000,1735832961000.0,1735919361000,1735832961000,,,,Closed,,Standard,,Ward 5,400467.56,140313.25,38.93069981,-76.99460756,309078,,{2ABC4B02-2BB5-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420034,11866431
25-00001534,5120 C STREET SE,WASHINGTON,DC,20019.0,S0422,Supercan - Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735832987000,1737470731000.0,1738338587000,1735832987000,,,,Closed,,Standard,,Ward 7,406279.52,135252.42,38.88508781,-76.9276236,12961,,{2ABC4B02-2BB6-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420035,11866432
25-00001536,3750 JAMISON STREET NE,WASHINGTON,DC,20018.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735833003000,1735833003000.0,1735919403000,1735833003000,,,,Closed,,Standard,,Ward 5,404202.09,139664.83000000002,38.92484872,-76.95154061,314268,,{2ABC4B02-2BB7-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420036,11866433
25-00001539,6TH STREET NW AND N STREET NW,WASHINGTON,DC,20001.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735833023000,1736354389000.0,1752249023000,1735833023000,,,,Closed,,Standard,,Ward 2,398274.06508435,137709.21967723,38.90724028,-77.01989893,904544,,{2ABC4B02-2BB8-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420037,11866434
25-00001541,914 FARRAGUT STREET NW,WASHINGTON,DC,20011.0,S05SL,Streetlight Repair Investigation,Transportation Operations Administration,DDOT,1,1735833041000,1735835301000.0,1736783441000,1735833041000,,,,Closed,,Standard,,Ward 4,397719.8,142527.54,38.95064428,-77.02630526,251909,,{2ABC4B02-2BB9-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420038,11866435
25-00001542,1514 NORTH CAPITOL STREET NW,WASHINGTON,DC,20002.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735833043000,1736791440000.0,1752249043000,1735833043000,,,,Closed,,Standard,,Ward 5,399185.39,138027.51,38.91010887,-77.00939231,242907,,{2ABC4B02-2BBA-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420039,11866436
25-00001543,1369 C STREET NE,WASHINGTON,DC,20002.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735833046000,1739570482000.0,1739595540000,1735833046000,,,,Closed,,Standard,,Ward 6,401239.8,136171.79,38.89339172,-76.98570867,65745,,{2ABC4B02-2BBB-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420040,11866437
25-00001552,2001 15TH STREET NW,WASHINGTON,DC,20009.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735833219000,1735833219000.0,1735919619000,1735833219000,,,,Closed,,Standard,,Ward 1,397036.53,138845.41,38.9174725,-77.03417182,239975,,{2ABC4B02-2BBC-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420041,11866438
25-00001554,4319 15TH STREET NW,WASHINGTON,DC,20011.0,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735833229000,1735840583000.0,1735919629000,1735833229000,,,,Closed,,Standard,,Ward 4,397029.73,141746.87,38.94360972,-77.03426279,259330,,{2ABC4B02-2BBD-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420042,11866439
25-00001556,1331 4TH STREET SE,WASHINGTON,DC,20003.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735833234000,1735845756000.0,1735919634000,1735833234000,,,,Closed,,Standard,,Ward 8,399932.92,134051.25,38.87428995,-77.00077303,310978,,{2ABC4B02-2BBE-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420043,11866440
25-00001558,1623 FAIRLAWN AVENUE SE,WASHINGTON,DC,20020.0,S0196,Leaf  Collection Missed,SWMA- Solid Waste Management Admistration,DPW,1,1735833239000,1738354939000.0,1736870039000,1735833239000,,,,Closed,,Standard,,Ward 8,401604.77,133742.25,38.8715049,-76.98150729,59395,,{2ABC4B02-2BBF-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420044,11866441
25-00001559,3225 STANTON ROAD SE,WASHINGTON,DC,20020.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735833242000,1735833242000.0,1735919642000,1735833242000,,,,Closed,,Standard,,Ward 8,401628.25,131236.8,38.84893471,-76.98124265,38060,,{2ABC4B02-2BC0-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420045,11866442
25-00001561,99 P STREET NE,WASHINGTON,DC,20002.0,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,1735833253000,1736528332000.0,1736265252000,1735833253000,,,,Closed,,Standard,,Ward 5,399440.25,137955.09,38.90945702,-77.00645376,312271,,{2ABC809C-2340-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420056,11866453
25-00001529,600 N STREET NW,WASHINGTON,DC,20001.0,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,1735832957000,1736102605000.0,1736264957000,1735832957000,,,,Closed,,Standard,,Ward 2,398228.03,137684.99,38.90702192,-77.02042962,296143,,{2ABC809C-233E-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420054,11866451
25-00001544,600 Q STREET NW,WASHINGTON,DC,20001.0,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,1735833069000,1736102306000.0,1736265069000,1735833069000,,,,Closed,,Standard,,Ward 2,398255.12,138125.47,38.91099031,-77.02011841,218683,,{2ABC809C-233F-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420055,11866452
25-00001563,1718 15TH STREET NW,WASHINGTON,DC,20009.0,RPP,Residential Parking Permit Violation,PEMA- Parking Enforcement Management Administration,DPW,1,1735833282000,1735836678000.0,1735919681000,1735833282000,,,,Closed,,Standard,,Ward 2,396978.41000000003,138377.07,38.91325334,-77.03483995,242223,,{2ABC4B02-2BC1-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420046,11866443
25-00001566,3700 9TH STREET SE,WASHINGTON,DC,20032.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735833304000,1735833304000.0,1735919704000,1735833304000,,,,Closed,,Standard,,Ward 8,400515.36,129796.33,38.83595933,-76.99406416,278421,,{2ABC4B02-2BC2-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420047,11866444
25-00001567,143 DUDDINGTON PLACE SE,WASHINGTON,DC,20003.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735833305000,1737820860000.0,1736485140000,1735833305000,,,,Closed,,Standard,,Ward 6,399606.87,134957.26,38.88245156,-77.00453096,63771,,{2ABC4B02-2BC3-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420048,11866445
25-00001572,15TH STREET NE AND E STREET NE,WASHINGTON,DC,20002.0,S0336,Out of State Parking Violation (ROSA),PEMA- Parking Enforcement Management Administration,DPW,1,1735833338000,1735972293000.0,1739548538000,1735833338000,,,,Closed,,Standard,,Ward 7,401418.55001527,136473.83999608,38.89611209,-76.98364757,907379,,{2ABC4B02-2BC4-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420049,11866446
25-00001573,447 19TH STREET NE,WASHINGTON,DC,20002.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735833348000,1737659482000.0,1736398740000,1735833348000,,,,Closed,,Standard,,Ward 7,401991.87,136455.63,38.89594727,-76.97703864,20935,,{2ABC4B02-2BC5-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420050,11866447
25-00001576,1245 30TH STREET NW,WASHINGTON,DC,20007.0,S0316,Recycling Cart Delivery,SWMA- Solid Waste Management Admistration,DPW,1,1735833375000,1737471181000.0,1738338975000,1735833375000,,,,Closed,,Standard,,Ward 2,394880.10000000003,137638.14,38.90658709,-77.05902865,276974,,{2ABC4B02-2BC6-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420051,11866448
25-00001577,1130 MONTELLO AVENUE NE,WASHINGTON,DC,20002.0,SIGNMISS_v2,Roadway Signs,,DDOT,1,1735833422000,1736255317000.0,1752249421000,1735833422000,,,,Closed,,Standard,,Ward 5,400880.78,137304.91,38.90359971,-76.98984569,73165,,{2ABC809C-2341-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420057,11866454
25-00001578,600 NEW YORK AVENUE NW,WASHINGTON,DC,20001.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735833432000,1735845788000.0,1735919832000,1735833432000,,,,Closed,,Standard,,Ward 6,398254.2,137254.96,38.90314845,-77.02012681,218682,,{2ABC4B02-2BC7-6B5B-E063-792F520A55D9},,,1735851832000,253402300799000,4420052,11866449
25-00001582,1430 K STREET NW,WASHINGTON,DC,20005.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735833488000,1735836783000.0,1735919888000,1735833488000,,,,Closed,,Standard,,Ward 2,397116.58,137151.77,38.90221588,-77.03324166,298460,,{2ABC809C-2342-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420058,11866455
25-00001584,201 WEST BASIN DRIVE SW,WASHINGTON,DC,20004.0,DOCVEH2022,Dockless Vehicle Parking Complaint,,DDOT,1,1735833503000,1735834102000.0,1736179103000,1735833503000,,,,Closed,,Standard,,Ward 2,396077.95,135385.64,38.88630158,-77.04520547,313474,,{2ABC809C-2343-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420059,11866456
25-00001585,447 19TH STREET NE,WASHINGTON,DC,20002.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735833532000,1735916366000.0,1736438331000,1735833532000,,,,Closed,,Standard,,Ward 7,401991.87,136455.63,38.89594727,-76.97703864,20935,,{2ABC809C-2344-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420060,11866457
25-00001586,2809 MCKINLEY PLACE NW,WASHINGTON,DC,20015.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735833539000,1736779035000.0,1736830740000,1735833539000,,,,Closed,,Standard,,Ward 4,395025.7,144246.13,38.96611432,-77.05739789,259864,,{2ABC809C-2345-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420061,11866458
25-00001589,305 T STREET NW,WASHINGTON,DC,20001.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735833590000,1735838106000.0,1736438389000,1735833590000,,,,Closed,,Standard,,Ward 1,398591.39,138692.69,38.91610062,-77.01624239,229776,,{2ABC809C-2346-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420062,11866459
25-00001590,1728 IRVING STREET NW,WASHINGTON,DC,20010.0,S0477,Scheduled Yard Waste,SWMA- Solid Waste Management Administration,DPW,1,1735833593000,1739214084000.0,1739249940000,1735833593000,,,,Closed,,Standard,,Ward 1,396506.94,140081.36000000002,38.92860439,-77.04028482,236165,,{2ABC809C-2347-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420063,11866460
25-00001592,305 T STREET NW,WASHINGTON,DC,20001.0,S0311,Rodent Inspection and Treatment,DOH- Department Of Health,DOH,1,1735833619000,1735841831000.0,1736438418000,1735833619000,,,,Closed,,Standard,,Ward 1,398591.39,138692.69,38.91610062,-77.01624239,229776,,{2ABC809C-2348-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420064,11866461
25-00001593,4413 FOOTE STREET NE,WASHINGTON,DC,20019.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735833653000,1737649874000.0,1736398740000,1735833653000,,,,Closed,,Standard,,Ward 7,405328.46,136604.14,38.89727121,-76.93857483,22067,,{2ABC809C-2349-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420065,11866462
25-00001594,3020 MACOMB STREET NW,WASHINGTON,DC,20008.0,S0301,Pothole,Toa-Street & Bridge Maintenance,DDOT,1,1735833657000,1736101111000.0,1736265657000,1735833657000,,,,Closed,,Standard,,Ward 3,394763.93,140605.57,38.93331798,-77.06039064,221202,,{2ABC809C-234A-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420066,11866463
25-00001595,873 BELLEVUE STREET SE,WASHINGTON,DC,20032.0,S0031,Bulk Collection,SWMA- Solid Waste Management Admistration,DPW,1,1735833664000,1737645068000.0,1736398740000,1735833664000,,,,Closed,,Standard,,Ward 8,400843.93,129245.79000000001,38.83099989,-76.99028041,151186,,{2ABC809C-234B-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420067,11866464
25-00001597,445 19TH STREET NE,WASHINGTON,DC,20002.0,S0346,Sanitation Enforcement,SWMA- Solid Waste Management Admistration,DPW,1,1735833680000,1735849279000.0,1736438480000,1735833680000,,,,Closed,,Standard,,Ward 7,401992.17,136450.75,38.89590331,-76.9770352,21025,,{2ABC809C-234C-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420068,11866465
25-00001599,208 16TH STREET NE,WASHINGTON,DC,20002.0,DCGOVTINFO,DC Government Information,311- Call Center,OUC,1,1735833694000,1735833694000.0,1735920094000,1735833694000,,,,Closed,,Standard,,Ward 7,401524.62,136056.65,38.89235405,-76.98242577,52117,,{2ABC809C-234D-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420069,11866466
25-00001601,1508 17TH STREET NW,WASHINGTON,DC,20036.0,S0261,Parking Enforcement,PEMA- Parking Enforcement Management Administration,DPW,1,1735833765000,1735835407000.0,1735920165000,1735833765000,,,,Closed,,Standard,,Ward 2,396639.41000000003,138016.31,38.91000226,-77.03874696,225602,,{2ABC809C-234E-4623-E063-792F520A6017},,,1735852720000,253402300799000,4420070,11866467
